date,opponent,result
2023-09-22,coxorg,1
2023-09-22,coxorg,0
2023-09-21,Aloysius23,1
2023-09-21,Begsluck,1
2023-09-21,Begsluck,0
2023-09-21,RaviSarraf21,1
2023-09-21,RaviSarraf21,0
2023-09-19,Dhruv_Deshpande0108,1
2023-09-18,levorator,1
2023-09-18,lorezecchin,1
2023-09-18,MRSEQofficial,1
2023-09-18,Cheicknilou,1
2023-09-18,Art689,0
2023-09-16,RumLovingPyrat,1
2023-09-16,wackyabhi,1
2023-09-16,ludonix,1
2023-09-14,Serg65vrhr22,0
2023-09-14,kurosh1394,0
2023-09-14,plbrasil,1
2023-09-13,AngelFargo,1
2023-09-13,AngelFargo,0
2023-09-10,NoNameChesss,0.5
2023-09-10,ekozan,0
2023-09-10,Aliksey0103,0
2023-09-09,prashantku007,0
2023-09-09,YasmaniMendoza17,0
2023-09-09,voljan19,0
2023-09-08,elreverendo77,1
2023-09-08,elreverendo77,0
2023-09-08,mathu21,0
2023-09-08,Aldebaran1976,1
2023-09-08,Aldebaran1976,0
2023-09-08,mamive,0
2023-09-08,Sahzad01,1
2023-09-08,tinnulion,0
2023-09-08,tinnulion,0
2023-09-07,ajaxey,0
2023-09-07,davalq,0
2023-09-07,pintibus,1
2023-09-07,AlfredoRRR,1
2023-09-07,jdar1312,1
2023-09-07,GokuMantap75,1
2023-09-07,dieguete94,1
2023-09-07,dieguete94,0
2023-09-06,zlate,0.5
2023-09-06,talischess2,0
2023-09-06,Maverick33,0
2023-09-06,abhi_s80,1
2023-09-06,pezhman_1575,0
2023-09-05,Woo44,1
2023-09-05,St0cazzo,1
2023-09-05,Gamoma,0
2023-09-05,T-t-t-t-1,1
2023-09-05,amar_yassin2022,1
2023-09-05,Townhall300,1
2023-09-05,Gordienko_A,0
2023-09-05,Tygotee,1
2023-09-05,Schinderhannes,0
2023-09-04,mathu21,1
2023-09-04,ricmusik,0
2023-09-04,vladimir0941,0
2023-09-02,vitussss,1
2023-09-02,ryanandrewmarquiss,1
2023-09-02,Enik76,1
2023-09-02,Unusually_Fat,1
2023-09-02,salman_azka,0
2023-08-21,Gg-Ilyas,1
2023-08-21,HuguesDr56,1
2023-08-21,Miazaki-san,1
2023-08-20,Burkimon,1
2023-08-20,malihaa656,0
2023-08-20,Dirkov,1
2023-08-19,KaptainBlunderPants,1
2023-08-19,Cheicknilou,1
2023-08-19,MrCh1ps,1
2023-08-19,Aamer19,1
2023-08-18,serdarenser,1
2023-08-18,JJBS,1
2023-08-18,JJBS,0
2023-08-18,JJBS,0
2023-08-18,fathizahra97,0
2023-08-18,narack,0
2023-08-18,DmitryZhirnov,1
2023-08-18,MRudy,1
2023-08-18,Vld608,1
2023-08-18,IDTL,0
2023-08-18,svsoni,1
2023-08-18,svsoni,1
2023-08-18,svsoni,0
2023-08-18,svsoni,0
2023-08-18,edlearn,1
2023-08-18,Veqrin,1
2023-08-18,Veqrin,1
2023-08-18,pascaljouetropvite,0
2023-08-18,Lenidas,0
2023-08-18,Trebuchet19,0
2023-08-18,PSK9,1
2023-08-18,Viking_pfr,1
2023-08-18,cengizbaygar,1
2023-08-18,Edinka,0
2023-08-17,Nisargjoshi,0
2023-08-17,Vajrankbali,0
2023-08-17,Vajrankbali,0
2023-08-17,ehsanhamze,1
2023-08-17,jshubham687,1
2023-08-17,Dztamertal,0
2023-08-17,Rayo_carrito,1
2023-08-17,KnightGuns,0
2023-08-17,KnightGuns,0
2023-08-07,ChewyPotatoes,1
2023-08-07,chester13jp,0
2023-08-07,AliGTR,1
2023-08-06,er_bory,1
2023-08-06,Flank_Fire,1
2023-08-06,ishak72,0
2023-08-04,sebastian53,0
2023-08-04,Nelson071772,1
2023-08-04,F-Salem,0
2023-08-02,astarfas,1
2023-08-02,lincolnwilliam,0
2023-07-31,Ali94T,0
2023-07-31,misclicksandblunders,0
2023-07-31,obecko,0
2023-07-30,Ramisbaker,1
2023-07-30,Ramisbaker,0
2023-07-30,anasstef94,1
2023-07-30,airton44,1
2023-07-30,NIRBHAY786,1
2023-07-30,aaathena,0.5
2023-07-30,pankajtayal,1
2023-07-30,wiikil,0
2023-07-30,Katy2015_KU2023,0
2023-07-30,wilmervaquero1,1
2023-07-30,DieEisenbahn,0
2023-07-30,amalcon,1
2023-07-30,morteza850,1
2023-07-29,goldmedalbridge,1
2023-07-29,turay,0
2023-07-29,Mr_Antares,0.5
2023-07-29,SKRBAJPAI,0
2023-07-29,rockyshahi,1
2023-07-29,rockyshahi,0
2023-07-29,rockyshahi,0
2023-07-29,filizili,1
2023-07-29,kuligabus,0
2023-07-29,cgencoglu,1
2023-07-29,lekkerluuk,1
2023-07-29,Biteyface,0
2023-07-29,anca1976,0
2023-07-29,iisoom,0
2023-07-29,pujardeepak,1
2023-07-29,ufirfi,0
2023-07-29,ytbjs,0
2023-07-29,QUEEKCHECK,0
2023-07-29,QUEEKCHECK,0.5
2023-07-29,Jan27182818,0
2023-07-29,Leirbag39,0
2023-07-29,Leirbag39,0
2023-07-29,Dieter73,1
2023-07-29,biswaspradip,0
2023-07-29,alexkrasnic,1
2023-07-29,jaideep2511,0
2023-07-29,TOAFY,0.5
2023-07-29,TOAFY,0
2023-07-29,ribble_T,0
2023-07-29,SaintAsk,1
2023-07-29,Victor_number1,1
2023-07-29,dimipap,0
2023-07-29,DESPISTADO_SIEMPRE,0.5
2023-07-29,PershEug,1
2023-07-28,kikichoreman,0
2023-07-28,ThreeStepsAhead,0
2023-07-28,roge2010,0
2023-07-28,Hypotaxis,1
2023-07-28,AlexanBang,1
2023-07-28,sty_smack,0
2023-07-28,Tetreez,0
2023-07-28,shanekdavidson,1
2023-07-28,Vikteur,0
2023-07-28,mrliioadin,0
2023-07-28,Jeanie017,0.5
2023-07-28,onsarigo,1
2023-07-28,Magnifico31,0
2023-07-28,Magnifico31,0
2023-07-28,Magnifico31,0
2023-07-28,tempdumpst1001,1
2023-07-28,subasankarv,0
2023-07-28,Ludo9567,1
2023-07-28,pcante,1
2023-07-28,janardhanrao,0
2023-07-28,DJS,0
2023-07-28,Aizhin,0
2023-07-28,MALEK19,1
2023-07-28,YouLlLost,0
2023-07-27,jivir,1
2023-07-27,Serge808,1
2023-07-27,FabianoSephirot,1
2023-07-27,Z3non,0
2023-07-27,martn,1
2023-07-27,ChessXDAmon,1
2023-07-27,qWSddXn,0.5
2023-07-27,qWSddXn,0
2023-07-27,roycom,0
2023-07-27,danielnaes,1
2023-07-27,Asabiyetten,0
2023-07-27,atataken,1
2023-07-27,MassiCicci8,1
2023-07-27,MassiCicci8,0
2023-07-27,Ahmad088888888,0
2023-07-27,sundog_111,1
2023-07-27,FinnJake,1
2023-07-27,bycio,0
2023-07-27,Ownlife,1
2023-07-27,Siavash_kh69,1
2023-07-27,ser_kuzhuget,0
2023-07-27,lambda_8,0
2023-07-27,Sturm0212211324324,1
2023-07-27,Rahmoun,0
2023-07-26,sifredihot,1
2023-07-26,Marcus_Stecklow,0
2023-07-26,moloko73,0.5
2023-07-26,Vasya1983,1
2023-07-26,BADREDINNE47,1
2023-07-26,turunckafa,0
2023-07-26,hitokirizac,1
2023-07-25,Jmprat,0
2023-07-25,namanese,0
2023-07-25,TheHumblestQueen,1
2023-07-25,Ayamiya,0
2023-07-25,LuckyCheckMatey,1
2023-07-25,Nisse33,0
2023-07-25,alperkaynar,1
2023-07-25,atom00,1
2023-07-25,ShockNinja,0
2023-07-25,mahmoud12_10s,1
2023-07-25,Umar777,0
2023-07-25,CarloValletti,1
2023-07-25,KingNick43,1
2023-07-25,KingNick43,1
2023-07-25,Marius1984,1
2023-07-25,Dinesh018,0
2023-07-25,Erikos1000,0
2023-07-25,Emjiger,1
2023-07-25,Nightttblueee,0
2023-07-25,Elias_Gumercindo,0
2023-07-25,Elias_Gumercindo,0
2023-07-25,MakarovS,1
2023-07-25,Go2356,1
2023-07-25,Brandochin,0
2023-07-25,malachiteknight,0
2023-07-25,MillerZayat,1
2023-07-24,infinity2408,1
2023-07-24,totmin,1
2023-07-24,sasa361,1
2023-07-24,jrunubov,0
2023-07-24,SiervoInutil,1
2023-07-24,Alex400,1
2023-07-23,cavaleiro-azul,0
2023-07-23,ugurfurkan,1
2023-07-23,OguzhanAkbulut,1
2023-07-23,christos55,0
2023-07-23,Climate22eyezz,1
2023-07-20,Arbitr-23,1
2023-07-20,Bekes-Amed,0
2023-07-18,JoWaSe,1
2023-07-18,Htc1_6302-15,0
2023-07-18,WasWo,0
2023-07-18,WasWo,0
2023-07-18,DietmarJ,0
2023-07-15,Alexitowin,1
2023-07-15,Fox113,1
2023-07-13,D70010,0
2023-07-13,Badal_DU,0
2023-07-13,uchihakalyan,0
2023-07-13,Achwat,0
2023-07-13,Achwat,0
2023-07-13,Achwat,0
2023-07-13,Achwat,0
2023-07-13,Achwat,0
2023-07-13,Achwat,0
2023-07-10,jjphyschs,1
2023-07-10,jacklschnackl,0
2023-07-10,cokingboy,0
2023-07-10,cokingboy,0
2023-07-10,davod42,0
2023-07-10,Sephiwe,0
2023-07-10,raze_bh,1
2023-07-10,ZaShym,1
2023-07-10,Let_Meee,0
2023-07-10,Let_Meee,0
2023-07-08,chevelles101,1
2023-07-08,chevelles101,0
2023-07-08,Gibin,0
2023-07-08,mpsdon,0
2023-07-08,fifi2033,0
2023-07-08,fifi2033,0
2023-07-08,Toke2765,0
2023-07-08,Toke2765,0
2023-07-08,shiningseahorse,0
2023-07-08,RALUNGU,0
2023-07-08,rojagrin,1
2023-07-08,rojagrin,0
2023-07-08,SrgM,1
2023-07-08,nn11n,0
2023-07-06,onemorecoffe,1
2023-07-06,Godspower681,0
2023-07-06,klinovec,1
2023-07-06,klinovec,0
2023-07-06,klinovec,0
2023-07-06,violet_c,1
2023-07-06,Joker026,0
2023-07-06,Joker026,0
2023-07-06,Cliometra,0
2023-07-06,henrymc14,0
2023-07-06,wazzamaro,1
2023-07-06,wazzamaro,1
2023-07-05,randy81,1
2023-07-04,bigolyfn,1
2023-07-04,Guendu,0.5
2023-07-04,Letuanson1985,1
2023-07-04,chessdotcom_enjoyer,0
2023-07-04,jonvallet,1
2023-07-04,pfChangs,0.5
2023-07-04,HanHid93,0
2023-07-04,HanHid93,0
2023-07-04,kunjali91,0
2023-07-04,drashish1912,1
2023-07-04,black_mist,1
2023-07-04,dannyb1986,1
2023-07-04,Sergey-Cergey,0
2023-07-04,John_od2020,0
2023-06-30,RookeeDC,1
2023-06-30,RookeeDC,0
2023-06-30,Juzik,0
2023-06-29,AT1412,1
2023-06-29,msa182023,0
2023-06-29,arash1975,1
2023-06-29,yellosub,0
2023-06-29,MisterStelian,0
2023-06-29,Mindyng49,0
2023-06-29,HL5219,1
2023-06-29,mMeTaL2832,0
2023-06-27,msg96,1
2023-06-27,yourboyvhuchilo,0
2023-06-27,Navid-reza567,0
2023-06-27,Winetime,0
2023-06-27,StubbornPassedPawn,0
2023-06-26,Baltiisk,1
2023-06-26,nsahin,0
2023-06-26,dhabbu81,1
2023-06-26,CUCUSOAG,1
2023-06-26,Aljoska,0
2023-06-26,Aljoska,0
2023-06-26,Aljoska,0
2023-06-26,Aljoska,0
2023-06-26,Dweesprm,1
2023-06-25,eitaneru,1
2023-06-25,ennediemme,0
2023-06-25,rincewind_999,0
2023-06-25,xazass,1
2023-06-25,chesspuerto,0
2023-06-25,Mo_elsab3,0
2023-06-25,planbost,0
2023-06-24,Erbol888,1
2023-06-24,Stalnacke,0
2023-06-24,BMKZmedikal,0
2023-06-24,Turar_Kuralbayev,1
2023-06-24,ismatopius,1
2023-06-24,ismatopius,0
2023-06-23,Dozent777,1
2023-06-23,atef7Ibrahim,1
2023-06-23,Jeevak2100,1
2023-06-23,Virus_73,1
2023-06-23,Arsen_SS,0.5
2023-06-23,Arsen_SS,1
2023-06-23,Hache01,1
2023-06-23,new_horizon_1972,0.5
2023-06-23,kopites,0
2023-06-23,Yash_127_0_0_1,1
2023-06-23,Jayashree_konda8x8,1
2023-06-23,vagusvagus,0
2023-06-22,serednjac,0.5
2023-06-22,serednjac,0
2023-06-22,sergiodaniel38,1
2023-06-22,Lisavetachess,1
2023-06-22,Lisavetachess,1
2023-06-21,SalihGuney,1
2023-06-21,donpedro11,0
2023-06-21,phcchess,1
2023-06-21,Nowhere5Man,0
2023-06-21,newguyinthegame,1
2023-06-21,MH1353,0
2023-06-21,ahmad-alhaji9988,0
2023-06-21,mazzamuz,0
2023-06-21,markusGAMBIT69,0
2023-06-21,Suhayl007,0
2023-06-19,EinSchachAccount,1
2023-06-19,matin_ra,0
2023-06-19,Hampak,1
2023-06-19,ZhIuVsIaNm,0
2023-06-19,ZhIuVsIaNm,0
2023-06-19,jms58,1
2023-06-19,Veropm,1
2023-06-19,GrootRoot,0
2023-06-19,franciebbo,0
2023-06-19,a7medshaker,1
2023-06-19,aftabhasan,1
2023-06-19,LetsFairPlay,1
2023-06-19,aye_balam,1
2023-06-18,LevShm,1
2023-06-18,ilphilo,0
2023-06-18,Evgenisan,1
2023-06-17,TatianaD,1
2023-06-17,mura81,0
2023-06-17,mura81,0
2023-06-17,Galaxy-Stranger,1
2023-06-17,ninepoundhammer,1
2023-06-17,krumivan,0
2023-06-17,oopa11,1
2023-06-17,Tekinozlu,0
2023-06-17,Thalhito,0
2023-06-17,Abdallahmogahed111,0
2023-06-17,Abdallahmogahed111,0
2023-06-17,ouzel,1
2023-06-16,colhoznik1,0.5
2023-06-16,colhoznik1,0
2023-06-16,ajit18,1
2023-06-15,MihHan,1
2023-06-15,MihHan,0
2023-06-15,ziad1957,1
2023-06-14,ELIDOREYES,1
2023-06-14,joebreak80,0
2023-06-14,LGF530,1
2023-06-14,LGF530,0
2023-06-14,Pablooo456,0
2023-06-14,Jolebelge,1
2023-06-14,nikolaifilatev,1
2023-06-14,XDayer,0
2023-06-13,KOKITOO,1
2023-06-13,HiromiAsato,1
2023-06-13,Luna2012,1
2023-06-13,eric2612,1
2023-06-13,eric2612,0
2023-06-13,El-Gabry,0
2023-06-13,sea_knot,0
2023-06-13,pkedn,1
2023-06-12,lasha1984,0
2023-06-12,miga,0
2023-06-12,MREZAD97,0
2023-06-12,xyas,1
2023-06-12,ataturk8,1
2023-06-12,henrimor,0.5
2023-06-12,Schelban,1
2023-06-12,eftekharahketfe,1
2023-06-12,Viktor-SPb,1
2023-06-12,Thapelosa,0
2023-06-11,osmanosman72,1
2023-06-11,Dereeler,0
2023-06-11,rubenchu55,1
2023-06-11,tgauchess,0
2023-06-11,sole2107,0
2023-06-11,rulj777,0
2023-06-11,ruppi,1
2023-06-11,Bendunne,1
2023-06-11,pepecorvina,0
2023-06-11,x_MoHaMMaD_x,1
2023-06-11,BazitovDS,0
2023-06-11,adm1968,1
2023-06-11,sachin_for_chess,0
2023-06-11,Franky66,1
2023-06-11,chatting,0
2023-06-11,h8xi9,1
2023-06-11,acrabash,1
2023-06-11,avris,0
2023-06-10,legwen93,1
2023-06-10,scottiegamby,1
2023-06-10,Tromboneski,0
2023-06-10,kourosh_af,0
2023-06-10,Mr-Blunde3r,1
2023-06-07,Dammy442,1
2023-06-07,leumas22,1
2023-06-07,Lucyfer66,0.5
2023-06-07,gudmi,0
2023-06-07,Selva_G,0
2023-06-03,CarlesML,1
2023-06-03,scahin22,1
2023-06-03,SwedishFiish,1
2023-06-03,Crapuccia,0
2023-06-03,MervinJ,0
2023-06-03,alainvdk,0.5
2023-06-02,ale61464173,0
2023-06-02,Stephx18,0
2023-06-02,obraericeala,1
2023-06-02,KingPhysics,0
2023-06-01,Osashahat,1
2023-06-01,mohit1988,1
2023-06-01,perhin,1
2023-05-31,JoseS12,1
2023-05-31,nikhilsankhe,0
2023-05-31,nikhilsankhe,0
2023-05-31,hrki88,0.5
2023-05-31,Alf-E,1
2023-05-31,MERLIN_1234,0
2023-05-31,KNatta,0
2023-05-31,afwofpAj,1
2023-05-31,Pukri1107,1
2023-05-30,dhananjay1500,1
2023-05-30,danielzamil,1
2023-05-29,Mehdi110135,0.5
2023-05-29,OIMM,1
2023-05-29,MonsieurDZ,1
2023-05-29,SAIDLYALAHAYLALAH,0
2023-05-29,Gfibyby1,1
2023-05-29,Ellupo,0
2023-05-28,Salateeen,1
2023-05-28,mamostafa,0
2023-05-28,Puffynacho,0
2023-05-27,mat12309,1
2023-05-27,aebrown,0
2023-05-27,baciulardelean,0
2023-05-27,Krimses,1
2023-05-27,Evel96,0.5
2023-05-27,Mohamed_Ahmed912,1
2023-05-27,Sharcman,0
2023-05-27,beiragy,0
2023-05-27,beiragy,1
2023-05-27,Romanysh,1
2023-05-27,Romanysh,1
2023-05-27,seyhmus4747,0
2023-05-27,seyhmus4747,0
2023-05-27,papeira,0
2023-05-26,Rampalp,1
2023-05-26,Chesssuperbot,0
2023-05-26,stwolf1985,1
2023-05-26,Smb95,0
2023-05-26,RAK3N,0
2023-05-25,Bwazee,1
2023-05-25,Bwazee,1
2023-05-25,Bwazee,1
2023-05-25,Bwazee,0
2023-05-25,alexri1,1
2023-05-25,rahmatlebong,1
2023-05-25,rahmatlebong,0
2023-05-25,VolodymyrH,0
2023-05-25,trombonista12,1
2023-05-25,ERKK20,0
2023-05-25,Aracery,0
2023-05-25,hitzdavid,1
2023-05-25,Bhramar11_03,1
2023-05-24,Radi69,1
2023-05-24,Jmil,0
2023-05-24,xtqf,1
2023-05-24,ChessXDAmon,0
2023-05-24,RinaldsBerna,0
2023-05-24,GriseoCattus,1
2023-05-24,AkshayChess25,1
2023-05-24,Stephx18,1
2023-05-24,shakkikakki,0
2023-05-24,shakkikakki,0
2023-05-24,ada2021,0
2023-05-24,DrJooo26,0
2023-05-24,GmartS,0
2023-05-24,korkmaz25,1
2023-05-24,ataturk8,1
2023-05-24,ataturk8,0
2023-05-24,ULTRAHK,0
2023-05-24,schildkrote1969,0
2023-05-24,jpries,0
2023-05-24,guido14,0
2023-05-24,andre851994,1
2023-05-24,ajohndlawrence,1
2023-05-24,viragd83,1
2023-05-24,Munzir22,0
2023-05-24,Pochtalyon,0
2023-05-24,Antadze,0
2023-05-24,kanestorm11,0
2023-05-23,JLuis56,0.5
2023-05-23,mcnohutpilavcisi,1
2023-05-23,Gayoso96,0
2023-05-23,b19163,0
2023-05-23,b19163,0
2023-05-23,fabrizioxl,0
2023-05-23,eavr,1
2023-05-23,eavr,0
2023-05-23,eavr,0
2023-05-23,nostha89,1
2023-05-23,TURMOlL,0
2023-05-23,KemalTemiz1,1
2023-05-23,ClestonLipe,0
2023-05-23,RoSahMat,1
2023-05-23,Bandit0089,0
2023-05-23,Ash9teen,0
2023-05-23,Jade25,0
2023-05-23,DasTrubadurix,0
2023-05-23,KittyKarma,1
2023-05-23,dhjsjsjsk,1
2023-05-23,Gimar,0
2023-05-23,Vianno,1
2023-05-23,Tort98,0.5
2023-05-22,szgy,1
2023-05-22,ViolettaZzz,0
2023-05-22,Frozenguy,1
2023-05-22,ArashUsefzadeh,1
2023-05-22,behu007,0
2023-05-22,vinseiroja2,0
2023-05-22,audioecos,1
2023-05-22,Go4you,1
2023-05-22,samenerve974,1
2023-05-22,Mr_Antares,0
2023-05-22,emanuelsena,1
2023-05-22,NoteHunter,1
2023-05-22,gajamu,1
2023-05-22,rudi401,0
2023-05-22,OmegaKnight2003,1
2023-05-22,TijsAdams,1
2023-05-22,kuminalli,1
2023-05-22,Yuri_64,1
2023-05-22,cigi999,1
2023-05-22,AAAqwerty,0
2023-05-21,johnny24689,0
2023-05-21,Dmitrypr777,0
2023-05-21,oproduman777,1
2023-05-17,danieldak89,0
2023-05-17,Ihdefix,1
2023-05-17,mdoobies,0
2023-05-16,babypulpo,1
2023-05-16,gavranitis,0
2023-05-16,UniqueCornss,1
2023-05-16,Nuka22,0
2023-05-16,alexplastico,1
2023-05-16,Smearp,0
2023-05-16,bhushan-patkari,1
2023-05-16,zeus92000,0.5
2023-05-16,CHGLION,0
2023-05-16,grapes97223,0
2023-05-16,El-Tor0,0
2023-05-16,Ahmadgurran,1
2023-05-16,bohmoh,0
2023-05-16,anilkumarmyla,0
2023-05-16,k1rpichik,1
2023-05-15,veysel01,0
2023-05-15,Holix789,1
2023-05-15,ozcan26,1
2023-05-15,tsk432,0
2023-05-14,ilyzvo,0.5
2023-05-14,skilldeliver,1
2023-05-14,skilldeliver,0
2023-05-14,top99,1
2023-05-14,xfeelix,0
2023-05-14,emperosaurio,0
2023-05-14,killua1219,0
2023-05-14,Hansemann,1
2023-05-14,arshia1372,0
2023-05-14,dzabar,1
2023-05-13,hectorbellerin2121,1
2023-05-12,Ivan_Who,1
2023-05-12,Ivan_Who,0
2023-05-12,MpaRiE98,0
2023-05-12,MpaRiE98,0
2023-05-12,holala,1
2023-05-11,darkpattern,1
2023-05-10,Prohor007,1
2023-05-08,laskarif,0
2023-05-08,leonid77_chess,1
2023-05-08,mzanda,0
2023-05-08,Cerpan,0
2023-05-08,Oupa73,1
2023-05-08,ALAARAGAB,0
2023-05-08,ALAARAGAB,0
2023-05-08,Melime666,1
2023-05-08,Melime666,0
2023-05-08,Melime666,0
2023-05-08,EdoTomassini,0
2023-05-07,Javote1962,1
2023-05-07,ContagiousNoob,0
2023-05-07,sossa11,1
2023-05-07,ogxdani3333,0
2023-05-07,CarlosAndresRestrepo,1
2023-05-07,jakaz,1
2023-05-07,cafo84,1
2023-05-07,Alizee2308,0
2023-05-07,DaRiS1234,1
2023-05-07,Curimin,1
2023-05-07,Curimin,0
2023-05-07,Curimin,0
2023-05-07,Curimin,0
2023-05-07,starvader218,1
2023-05-07,mytsyaispat,0
2023-05-07,Indranshu12345,1
2023-05-07,Indranshu12345,1
2023-05-07,womiki89,0
2023-05-07,Hangonjim,0
2023-05-06,MrArmada,1
2023-05-06,h3r3d14,0
2023-05-06,Sam455,0
2023-05-06,Sam455,0
2023-05-06,drhghoname,1
2023-05-06,drhghoname,0
2023-05-06,drhghoname,0
2023-05-06,Silvester42,0.5
2023-05-06,Catana3547,0
2023-05-06,JPRGWR,1
2023-05-06,jonayed,0.5
2023-05-06,lelek32,1
2023-05-06,Richmman,0
2023-05-06,Ythas30,0
2023-05-06,TeresaTan,0
2023-05-06,MortenHi,0
2023-05-06,MortenHi,0
2023-05-06,Malapase,1
2023-05-06,Xseven001,0
2023-05-06,Mrtgupta,0
2023-05-06,rotwein05,0.5
2023-05-06,Nether2022,0
2023-05-06,mikelandjeloice,0
2023-05-06,ezekeriya,1
2023-05-06,angelito818,1
2023-05-05,mhd80,1
2023-05-05,lechab,1
2023-05-05,lechab,0
2023-05-05,SadiqChaudhryMunir,0.5
2023-05-05,Rasam877,0
2023-05-05,Rasam877,0
2023-04-26,Ivahkaaa,1
2023-04-26,caturlawas,1
2023-04-26,Stitch_hulk,0
2023-04-24,Mavusa,1
2023-04-24,Zuvedra,0
2023-04-24,quatro55,0
2023-04-23,Obelisko777,1
2023-04-23,Nofilumer,0
2023-04-23,rdvnpdr,0
2023-04-23,ramsin,0
2023-04-23,tammi,0
2023-04-23,Pctkany,0
2023-04-23,Dhritishmand,0
2023-04-23,abderrazk,0
2023-04-23,SULTAN250,0
2023-04-23,ngsreejan,0
2023-04-23,Atzucac,0
2023-04-23,Mikmolathegreat,0
2023-04-23,Asturiax,1
2023-04-22,Nikolaj70,1
2023-04-22,MrMax23,1
2023-04-22,kjf,0
2023-04-19,chu0000,0.5
2023-04-19,SuperSonic6,1
